Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2taqePJugU2kDfTs1TU5ws,"Falling Forever","Radical Optimism","Dua Lipa",2024-05-03,223095,36,false,vyrvddd99x5ejdq4b7ikuzgst,2024-11-02T14:07:08Z,"pop","Warner Records",0.645,0.823,6,-5.471,0,0.0857,0.0169,0.00000983,0.103,0.389,130.007,4
spotify:track:5e9TFTbltYBg2xThimr0rU,"The Chain - 2004 Remaster","Rumours (Super Deluxe)","Fleetwood Mac",1977-02-04,270213,89,false,vyrvddd99x5ejdq4b7ikuzgst,2024-11-02T14:16:24Z,"yacht rock,classic rock,soft rock","Rhino/Warner Records",0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,4
spotify:track:6H3kDe7CGoWYBabAeVWGiD,"Gimme Shelter","Let It Bleed","The Rolling Stones",1969-12-05,270773,79,false,vyrvddd99x5ejdq4b7ikuzgst,2024-11-06T15:56:32Z,"classic rock,rock","ABKCO Music and Records, Inc.",0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,4
spotify:track:0hBZCHzVNvboVLWS7aNKRO,"Paint It, Black","Hot Rocks 1964-1971","The Rolling Stones",1971-12-20,202106,47,false,vyrvddd99x5ejdq4b7ikuzgst,2024-11-06T16:03:12Z,"classic rock,rock","ABKCO Music and Records, Inc.",0.456,0.793,11,-9.17,0,0.098,0.0486,0.00205,0.376,0.615,158.787,4
spotify:track:55LRDFmsuazr533WrtHHW9,"Jumpin' Jack Flash - Mono","The Rolling Stones In Mono (Remastered 2016)","The Rolling Stones",1966-01-01,219466,49,false,vyrvddd99x5ejdq4b7ikuzgst,2024-11-06T16:06:58Z,"classic rock,rock","ABKCO Music & Records, Inc.",0.596,0.901,3,-7.373,1,0.0482,0.0361,0.755,0.0698,0.621,137.359,4
spotify:track:2NBQmPrOEEjA8VbeWOQGxO,"Drop It Like It's Hot","R&G (Rhythm & Gangsta): The Masterpiece","Snoop Dogg;Pharrell Williams",2004-01-01,266066,78,true,vyrvddd99x5ejdq4b7ikuzgst,2024-11-20T16:44:41Z,"g-funk,west coast hip hop,gangster rap,old school hip hop,hip hop,rap","Geffen",0.888,0.632,1,-3.872,1,0.219,0.19,0,0.101,0.662,91.979,4
spotify:track:0jWgAnTrNZmOGmqgvHhZEm,"What's Up?","Bigger, Better, Faster, More !","4 Non Blondes",1992-01-01,295533,86,false,vyrvddd99x5ejdq4b7ikuzgst,2024-11-20T16:57:47Z,"","Interscope",0.565,0.564,2,-10.044,1,0.0292,0.161,0,0.114,0.454,134.358,4
spotify:track:6OLiY3DTLdoh7kxYFqZYX1,"All Nite (Don't Stop)","Damita Jo","Janet Jackson",2004-01-01,206007,51,true,vyrvddd99x5ejdq4b7ikuzgst,2024-11-25T13:34:44Z,"new jack swing","Virgin Records",0.81,0.888,11,-5.763,0,0.0691,0.0504,0.634,0.101,0.483,108.726,4
spotify:track:5EwNOL1CWnM74ptsVvW9OV,"Your Love Is King - Remastered","The Ultimate Collection","Sade",2011-05-09,221293,54,false,vyrvddd99x5ejdq4b7ikuzgst,2024-12-04T00:28:26Z,"","RCA Records Label",0.727,0.493,9,-5.054,1,0.0269,0.476,0.0000569,0.0354,0.616,134.608,3
spotify:track:1djzKW3eYLyzjjHXazEWWh,"Movement","Wasteland, Baby!","Hozier",2019-03-01,237800,70,false,vyrvddd99x5ejdq4b7ikuzgst,2024-12-06T12:40:04Z,"","Columbia",0.381,0.502,1,-5.505,0,0.0368,0.16,0.0000698,0.0842,0.147,144.3,4
spotify:track:3PzsbWSQdLCKDLxn7YZfkM,"I'm On Fire","Born In The U.S.A.","Bruce Springsteen",1984-06-04,159313,82,false,vyrvddd99x5ejdq4b7ikuzgst,2024-12-25T12:10:27Z,"","Columbia",0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,4
spotify:track:4W4wYHtsrgDiivRASVOINL,"Love Shack","Cosmic Thing","The B-52's",1989-06-23,320680,72,false,vyrvddd99x5ejdq4b7ikuzgst,2024-12-25T12:12:52Z,"new wave,post-punk","Warner Records",0.701,0.803,5,-6.786,0,0.0545,0.0544,0.00000154,0.7,0.903,133.608,4
spotify:track:2GLxvCiSUGu94wJFbojwWg,"Sugar Magnolia - 2001 Remaster","The Very Best of the Grateful Dead","Grateful Dead",2003-09-16,197306,41,false,vyrvddd99x5ejdq4b7ikuzgst,2024-12-27T17:41:24Z,"jam band,psychedelic rock,acid rock","Grateful Dead/Rhino",0.589,0.62,1,-9.259,0,0.0431,0.166,0.00000812,0.153,0.65,154.621,4
spotify:track:2RNCstqL9b5wQLm3C1p0jW,"(I Can't Get No) Satisfaction - Live / Remastered 2009","Still Life","The Rolling Stones",1982-06-01,264266,23,false,vyrvddd99x5ejdq4b7ikuzgst,2024-12-27T17:56:25Z,"classic rock,rock","Polydor Records",0.242,0.995,9,-1.961,1,0.133,0.0619,0.0105,0.979,0.392,166.209,4
spotify:track:7MRyJPksH3G2cXHN8UKYzP,"American Girl","Tom Petty & The Heartbreakers","Tom Petty and the Heartbreakers",1976-11-09,214733,5,false,vyrvddd99x5ejdq4b7ikuzgst,2024-12-27T18:05:02Z,"classic rock","Rhino/Warner Records",0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,4
spotify:track:1GqlvSEtMx5xbGptxOTTyk,"Peace of Mind","Boston","Boston",1976,303586,68,false,vyrvddd99x5ejdq4b7ikuzgst,2024-12-27T18:30:35Z,"classic rock,aor","Epic/Legacy",0.419,0.677,4,-6.183,1,0.0343,0.00101,0.0000999,0.211,0.684,127.678,4
spotify:track:5SRvh35HZmN5bNe8iT4ST5,"The Sweetest Taboo - Remastered","The Ultimate Collection","Sade",2011-05-09,265186,51,false,vyrvddd99x5ejdq4b7ikuzgst,2025-02-03T23:55:30Z,"","RCA Records Label",0.718,0.913,10,-6.777,0,0.0466,0.19,0.0448,0.347,0.96,91.649,4
spotify:track:5IFSvSEeCAvvBEQ85poqKB,"Edge of Seventeen","Edge of Seventeen","Wuki",2022-10-21,164042,16,false,vyrvddd99x5ejdq4b7ikuzgst,2025-02-06T15:26:47Z,"","Thrive Music",0.708,0.909,5,-5.999,0,0.0476,0.0324,0.527,0.08,0.351,127.997,4
spotify:track:1ZESGzWrFSwXPplkscUsUR,"Something Beautiful","Backatown","Trombone Shorty;Lenny Kravitz",2010-01-01,221360,46,false,vyrvddd99x5ejdq4b7ikuzgst,2025-03-13T19:37:40Z,"brass band,jazz funk","Verve Forecast",0.776,0.487,0,-5.57,1,0.0532,0.107,0.000122,0.0621,0.779,154.097,4
spotify:track:1xsYj84j7hUDDnTTerGWlH,"Dream On","Aerosmith","Aerosmith",1973-01-05,267596,85,false,vyrvddd99x5ejdq4b7ikuzgst,2025-03-15T16:02:02Z,"classic rock,rock","Aerosmith P&D - Sony",0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,4
spotify:track:31CHJzSweI6r1dk6XrZceK,"Stay With Me","In The Lonely Hour (Drowning Shadows Edition)","Sam Smith",2015-11-06,172723,0,false,vyrvddd99x5ejdq4b7ikuzgst,2025-03-17T12:17:01Z,"soft pop","Capitol",0.56,0.429,0,-6.267,1,0.0377,0.52,0.0000787,0.105,0.162,84.957,4
spotify:track:5ZLUm9eab8y3tqQ1OhQSHI,"Abracadabra","Abracadabra","Lady Gaga",2025-02-03,223398,80,false,vyrvddd99x5ejdq4b7ikuzgst,2025-03-19T14:38:35Z,"art pop,pop","Interscope Records",0.68,0.909,10,-3.487,0,0.0624,0.0121,0,0.222,0.633,126.004,4
spotify:track:46NYGEEQymBQm49ocs9eWs,"Chicago","Vertigo","Groove Armada",2000-02-22,441026,41,false,vyrvddd99x5ejdq4b7ikuzgst,2025-03-19T15:08:11Z,"big beat,trip hop","Jive",0.763,0.82,10,-8.418,1,0.0597,0.00288,0.896,0.0841,0.293,120.023,4
spotify:track:29I9dv9Nq704w0Oc5yFGsR,"She’s Gone, Dance On","She’s Gone, Dance On","Disclosure",2024-05-29,226773,73,false,vyrvddd99x5ejdq4b7ikuzgst,2025-03-20T15:08:54Z,"house","Disorder",0.534,0.943,1,-4.812,0,0.0496,0.000215,0.794,0.0929,0.375,134.004,4
spotify:track:17b3qMO75c61kDebXzK5pl,"Gloria - Remastered 2008","October (Remastered)","U2",1981-10-12,252720,35,false,vyrvddd99x5ejdq4b7ikuzgst,2025-03-22T15:36:06Z,"rock","Universal-Island Records Ltd.",0.394,0.888,8,-7.105,0,0.053,0.0602,0.00161,0.404,0.677,145.896,4
spotify:track:6a2ZtPw2f0EAep08UPpYHR,"Hallelujah","Hallelujah EP","k.d. lang",2010-02-12,301120,21,false,vyrvddd99x5ejdq4b7ikuzgst,2025-04-06T15:28:53Z,"","Nonesuch",0.306,0.131,4,-11.758,1,0.0311,0.87,0.0000169,0.129,0.0952,135.463,4
spotify:track:2ZFxZ4QNiciMhvJV2GjKWL,"Bad Moon Rising - Remastered 1985","Chronicle: 20 Greatest Hits","Creedence Clearwater Revival",1976-01-01,139506,54,false,vyrvddd99x5ejdq4b7ikuzgst,2025-04-07T13:31:35Z,"classic rock,southern rock,country rock","Craft Recordings",0.63,0.676,2,-9.19,1,0.0277,0.0101,0.00000535,0.0628,0.901,89.663,4
spotify:track:7DSAEUvxU8FajXtRloy8M0,"Flowers","Endless Summer Vacation","Miley Cyrus",2023-08-18,200600,87,false,vyrvddd99x5ejdq4b7ikuzgst,2025-04-07T13:40:23Z,"","Columbia",0.706,0.691,0,-4.775,1,0.0633,0.0584,0.0000699,0.0232,0.632,118.048,4
spotify:track:1MlkJiKONnxK3WlpJRKxuQ,"Roll To Me","20th Century Masters: The Millennium Collection: Best Of Del Amitri","Del Amitri",2003-01-01,132666,22,false,vyrvddd99x5ejdq4b7ikuzgst,2025-04-26T13:16:23Z,"","A&M",0.463,0.811,6,-5.943,1,0.0431,0.418,0,0.114,0.878,74.883,4
spotify:track:2diAXaP8GEWHa6ORPctFnh,"Nothing Else Matters","Nothing Else Matters","Chris Stapleton",2021-08-12,494800,47,false,vyrvddd99x5ejdq4b7ikuzgst,2025-05-01T13:01:42Z,"country,outlaw country","Blackened Recordings",0.328,0.627,0,-7.351,1,0.033,0.0211,0.428,0.099,0.257,129.473,3
spotify:track:0MHXrqn909p0LRTPsNsGEi,"Move on Up - Single Edit","Move on Up","Curtis Mayfield",1970,165789,65,false,vyrvddd99x5ejdq4b7ikuzgst,2025-07-02T12:29:07Z,"classic soul,soul,motown,funk","Rhino",0.538,0.969,11,-5.626,0,0.0906,0.417,0.00154,0.119,0.928,138.652,4
spotify:track:13v3siPyvy5TTEZYmGPPse,"Give It To Me Baby","Street Songs (Deluxe Edition)","Rick James",1981-04-07,248133,70,false,vyrvddd99x5ejdq4b7ikuzgst,2025-10-16T14:31:17Z,"funk,motown,disco","Motown",0.706,0.727,11,-8.714,1,0.0456,0.114,0.000077,0.174,0.965,119.55,4
spotify:track:13Mzsb8VzRSZ5w3pM48cn6,"The Rubberband Man","The Rubberband Man / Now That We're Together","The Spinners",1976,213000,66,false,vyrvddd99x5ejdq4b7ikuzgst,2025-10-16T14:35:21Z,"philly soul,motown,classic soul,soul,northern soul","Rhino Atlantic",0.801,0.446,10,-14.604,1,0.0745,0.74,0.038,0.0832,0.924,97.894,4
spotify:track:3fnPv1LRMxENr63afVhaz1,"Honky Tonk Women","Honky Tonk Women / You Can't Always Get What You Want","The Rolling Stones",2019-11-29,182706,66,false,vyrvddd99x5ejdq4b7ikuzgst,2025-10-16T14:38:37Z,"classic rock,rock","ABKCO Music & Records",0.56,0.721,7,-6.669,1,0.0629,0.225,0.0339,0.0453,0.966,119.285,4
spotify:track:4QxDOjgpYtQDxxbWPuEJOy,"L-O-V-E","L-O-V-E","Nat King Cole",1965-01-11,155306,75,false,vyrvddd99x5ejdq4b7ikuzgst,2025-10-16T14:48:31Z,"christmas,adult standards,vocal jazz","Capitol Records",0.425,0.373,4,-7.543,1,0.0801,0.686,0,0.077,0.663,78.231,4
spotify:track:7jHOi7ls5RjJaOtmMSxY8w,"Take My Heart (You Can Have It If You Want It)","Something Special","Kool & The Gang",1981,246426,54,false,vyrvddd99x5ejdq4b7ikuzgst,2025-10-16T14:55:26Z,"disco,funk","Island Def Jam",0.927,0.379,11,-15.887,1,0.136,0.216,0.0000083,0.0432,0.947,111.733,4
spotify:track:3fPy1Twj6SePaSMakxMksT,"Soul Sacrifice","Santana: The Woodstock Experience","Santana",2009-06-30,397226,18,false,vyrvddd99x5ejdq4b7ikuzgst,2025-11-07T13:15:01Z,"","Columbia/Legacy",0.496,0.692,7,-14.368,1,0.0457,0.49,0.902,0.164,0.492,135.721,4
spotify:track:6RB9YvNyP0RZfCUcMtZELH,"Freedom","Freedom","Pharrell Williams",2015-07-02,163226,75,false,vyrvddd99x5ejdq4b7ikuzgst,2025-11-13T12:53:58Z,"","Columbia",0.428,0.559,1,-6.374,0,0.067,0.395,0.0000356,0.136,0.607,86.459,4
spotify:track:2gnP10XdjvCyshnV1qODWQ,"The Way You Move (feat. Sleepy Brown) - Radio Mix","The Way You Move / Hey Ya!","Outkast;Sleepy Brown",2003,236093,38,false,vyrvddd99x5ejdq4b7ikuzgst,2025-11-13T13:22:31Z,"southern hip hop,hip hop","Arista",0.874,0.59,5,-4.972,0,0.0474,0.129,0.000128,0.0502,0.608,125.978,4
spotify:track:2pX4FpOgwItRVPPUFdRcxA,"Smooth (feat. Rob Thomas)","Supernatural (Legacy Edition)","Santana;Rob Thomas",1999,294986,74,false,vyrvddd99x5ejdq4b7ikuzgst,2025-11-13T13:29:03Z,"","Columbia/Legacy",0.609,0.923,9,-3.908,1,0.0338,0.16,0.00000473,0.295,0.961,115.996,4
spotify:track:5N2telUplJYG5brJ6X5Tyy,"Beautiful Day - Remastered 2024","Beautiful Day","U2",2024-07-19,247133,32,false,vyrvddd99x5ejdq4b7ikuzgst,2025-11-23T14:29:54Z,"rock","UMC (Universal Music Catalogue)",0.509,0.924,2,-6.203,1,0.0618,0.0181,0.000233,0.376,0.419,136.347,4
spotify:track:2yySWxfeRN2QRZnFMnYMQl,"hole in the bottle","kelsea","Kelsea Ballerini",2020-03-20,155668,57,false,vyrvddd99x5ejdq4b7ikuzgst,2025-11-27T14:01:24Z,"country,pop country","Black River Entertainment",0.478,0.873,4,-3.637,1,0.122,0.0486,0,0.374,0.739,104.365,4
spotify:track:7qEiBWlztvDFrILdizFULx,"Nice To Each Other","The Art of Loving","Olivia Dean",2025-09-26,209000,75,false,vyrvddd99x5ejdq4b7ikuzgst,2025-12-11T15:19:55Z,"pop soul","PLG - Capitol",0.762,0.754,0,-7.1,1,0.0478,0.346,0.00272,0.327,0.699,131.996,4
spotify:track:6epWdqeuFtTyqTcFRfzgd1,"Proud Mary","All the Best - the Hits","Tina Turner",2005-09-30,327400,39,false,vyrvddd99x5ejdq4b7ikuzgst,2025-12-11T15:46:15Z,"","Parlophone UK",0.397,0.499,2,-10.972,1,0.0685,0.0765,0.00000149,0.111,0.367,171.067,4
spotify:track:0eW5L4OCDihZ0eheGbh6pR,"Crossroads - Live","To Save A Child: An Intimate Live Concert","Eric Clapton",2024-04-26,418560,27,false,vyrvddd99x5ejdq4b7ikuzgst,2025-12-11T15:50:25Z,"blues,blues rock,classic rock","Bushbranch / Surfdog Records",0.49,0.931,2,-6.069,1,0.0464,0.0299,0.45,0.832,0.598,103.818,4
spotify:track:52HAHV1j93s5B8GoTNI7DJ,"Oh, Pretty Woman","The Essential Roy Orbison","Roy Orbison",2006-03-28,176933,68,false,vyrvddd99x5ejdq4b7ikuzgst,2025-12-18T22:29:25Z,"rockabilly","Monument/Orbison Records/Legacy",0.609,0.584,9,-9.734,1,0.0353,0.725,0,0.0854,0.954,127.306,4
spotify:track:7w5AOd6HrDIHewHfpABEss,"Wicked Game","Heart Shaped World","Chris Isaak",1989-06-13,289066,86,false,vyrvddd99x5ejdq4b7ikuzgst,2025-12-18T22:34:01Z,"","Chris Isaak",0.663,0.296,9,-18.09,1,0.0294,0.68,0.00837,0.0879,0.359,112.306,4
spotify:track:683b4ikwa62JevCjwrmfg6,"Moondance - 2013 Remaster","Moondance (Deluxe Edition)","Van Morrison",1970-02,274040,68,false,vyrvddd99x5ejdq4b7ikuzgst,2025-12-22T14:28:03Z,"","Warner Records",0.622,0.282,9,-12.206,0,0.0338,0.504,0.00000826,0.152,0.569,66.975,4
spotify:track:3AUbTWJjqo14Mb6zXgVwU0,"Fortunate Son","The Long Road Home - The Ultimate John Fogerty / Creedence Collection","Creedence Clearwater Revival",1984-01-01,138052,21,false,vyrvddd99x5ejdq4b7ikuzgst,2025-12-22T14:32:30Z,"classic rock,southern rock,country rock","Fantasy Records",0.631,0.761,0,-3.905,1,0.0381,0.0562,0.26,0.201,0.45,132.498,4
spotify:track:04zCkONaIDxTx2gDjV1yCd,"Higher Power - Tiësto Remix","Higher Power (Tiësto Remix)","Coldplay;Tiësto",2021-06-04,229565,41,false,vyrvddd99x5ejdq4b7ikuzgst,2025-12-24T17:29:05Z,"edm,trance,big room,house","Parlophone UK",0.629,0.826,5,-4.242,1,0.0467,0.00189,0.0127,0.108,0.533,137.99,4
spotify:track:5WlVx0a6VedSJ60JFYpRBp,"Locked out of Heaven - The M Machine Remix","Locked out of Heaven (Remix)","Bruno Mars",2013-01-21,242823,44,false,vyrvddd99x5ejdq4b7ikuzgst,2026-01-26T14:30:25Z,"","Atlantic Records",0.532,0.822,5,-5.339,1,0.044,0.028,0.00000205,0.096,0.212,170.009,4
